Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for bsd-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:38:55 by "java_re" with gcc 4.2.1 Compatible Apple LLVM 10.0.0 (clang-1000.11.45.5)
Memory: 4k page, physical 16777216k(827860k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=536870912 -XX:MaxHeapSize=536870912 -XX:MaxNewSize=178958336 -XX:MaxTenuringThreshold=6 -XX:NewSize=178958336 -XX:OldPLABSize=16 -XX:OldSize=357912576 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseConcMarkSweepGC -XX:+UseParNewGC 
2020-11-19T15:07:28.107-0800: 1.035: [GC (Allocation Failure) 2020-11-19T15:07:28.107-0800: 1.036: [ParNew: 139776K->7023K(157248K), 0.0107224 secs] 139776K->7023K(506816K), 0.0109514 secs] [Times: user=0.08 sys=0.00, real=0.01 secs] 
2020-11-19T15:07:57.315-0800: 30.243: [GC (Allocation Failure) 2020-11-19T15:07:57.315-0800: 30.243: [ParNew: 140298K->482K(157248K), 0.0028237 secs] 173543K->33727K(506816K), 0.0029206 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:57.382-0800: 30.310: [GC (Allocation Failure) 2020-11-19T15:07:57.382-0800: 30.310: [ParNew: 140258K->507K(157248K), 0.0023594 secs] 173503K->33752K(506816K), 0.0024554 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:57.449-0800: 30.377: [GC (Allocation Failure) 2020-11-19T15:07:57.449-0800: 30.377: [ParNew: 140283K->506K(157248K), 0.0026850 secs] 173528K->33751K(506816K), 0.0027764 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:07:57.520-0800: 30.448: [GC (Allocation Failure) 2020-11-19T15:07:57.520-0800: 30.448: [ParNew: 140282K->507K(157248K), 0.0024760 secs] 173527K->33752K(506816K), 0.0025669 secs] [Times: user=0.03 sys=0.01, real=0.00 secs] 
2020-11-19T15:07:57.594-0800: 30.522: [GC (Allocation Failure) 2020-11-19T15:07:57.594-0800: 30.522: [ParNew: 140283K->494K(157248K), 0.0028161 secs] 173528K->33740K(506816K), 0.0028978 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:57.670-0800: 30.598: [GC (Allocation Failure) 2020-11-19T15:07:57.670-0800: 30.598: [ParNew: 140270K->557K(157248K), 0.0028390 secs] 173516K->33803K(506816K), 0.0029291 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:57.746-0800: 30.675: [GC (Allocation Failure) 2020-11-19T15:07:57.747-0800: 30.675: [ParNew: 140333K->539K(157248K), 0.0027855 secs] 173579K->33785K(506816K), 0.0028770 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:57.818-0800: 30.746: [GC (Allocation Failure) 2020-11-19T15:07:57.818-0800: 30.747: [ParNew: 140315K->441K(157248K), 0.0028373 secs] 173561K->33687K(506816K), 0.0029253 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:07:57.895-0800: 30.823: [GC (Allocation Failure) 2020-11-19T15:07:57.895-0800: 30.823: [ParNew: 140217K->475K(157248K), 0.0028172 secs] 173463K->33720K(506816K), 0.0029049 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:57.968-0800: 30.896: [GC (Allocation Failure) 2020-11-19T15:07:57.968-0800: 30.896: [ParNew: 140251K->529K(157248K), 0.0028828 secs] 173496K->33775K(506816K), 0.0029784 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:07:58.041-0800: 30.970: [GC (Allocation Failure) 2020-11-19T15:07:58.042-0800: 30.970: [ParNew: 140305K->519K(157248K), 0.0027493 secs] 173551K->33765K(506816K), 0.0028435 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:58.117-0800: 31.045: [GC (Allocation Failure) 2020-11-19T15:07:58.117-0800: 31.045: [ParNew: 140295K->478K(157248K), 0.0028276 secs] 173541K->33724K(506816K), 0.0029209 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:07:58.204-0800: 31.132: [GC (Allocation Failure) 2020-11-19T15:07:58.204-0800: 31.132: [ParNew: 140254K->497K(157248K), 0.0029091 secs] 173500K->33743K(506816K), 0.0030066 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:58.281-0800: 31.209: [GC (Allocation Failure) 2020-11-19T15:07:58.281-0800: 31.209: [ParNew: 140273K->582K(157248K), 0.0028350 secs] 173519K->33828K(506816K), 0.0029369 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:58.353-0800: 31.281: [GC (Allocation Failure) 2020-11-19T15:07:58.353-0800: 31.281: [ParNew: 140358K->521K(157248K), 0.0028516 secs] 173604K->33767K(506816K), 0.0029567 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:58.418-0800: 31.346: [GC (Allocation Failure) 2020-11-19T15:07:58.418-0800: 31.346: [ParNew: 140297K->530K(157248K), 0.0027865 secs] 173543K->33776K(506816K), 0.0028940 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:07:58.489-0800: 31.417: [GC (Allocation Failure) 2020-11-19T15:07:58.489-0800: 31.417: [ParNew: 140306K->520K(157248K), 0.0025517 secs] 173552K->33766K(506816K), 0.0026504 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2020-11-19T15:07:58.564-0800: 31.492: [GC (Allocation Failure) 2020-11-19T15:07:58.564-0800: 31.492: [ParNew: 140296K->513K(157248K), 0.0026766 secs] 173542K->33759K(506816K), 0.0027705 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:58.631-0800: 31.559: [GC (Allocation Failure) 2020-11-19T15:07:58.631-0800: 31.559: [ParNew: 140289K->487K(157248K), 0.0028961 secs] 173535K->33733K(506816K), 0.0029962 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:58.704-0800: 31.632: [GC (Allocation Failure) 2020-11-19T15:07:58.704-0800: 31.632: [ParNew: 140263K->514K(157248K), 0.0028157 secs] 173509K->33760K(506816K), 0.0029060 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:58.780-0800: 31.708: [GC (Allocation Failure) 2020-11-19T15:07:58.780-0800: 31.708: [ParNew: 140290K->546K(157248K), 0.0027705 secs] 173536K->33794K(506816K), 0.0028716 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:58.849-0800: 31.777: [GC (Allocation Failure) 2020-11-19T15:07:58.849-0800: 31.777: [ParNew: 140322K->510K(157248K), 0.0028766 secs] 173570K->33757K(506816K), 0.0029884 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:07:58.915-0800: 31.843: [GC (Allocation Failure) 2020-11-19T15:07:58.915-0800: 31.843: [ParNew: 140286K->492K(157248K), 0.0028304 secs] 173533K->33740K(506816K), 0.0029246 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:58.978-0800: 31.906: [GC (Allocation Failure) 2020-11-19T15:07:58.978-0800: 31.907: [ParNew: 140268K->516K(157248K), 0.0028423 secs] 173516K->33763K(506816K), 0.0029703 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:07:59.045-0800: 31.973: [GC (Allocation Failure) 2020-11-19T15:07:59.045-0800: 31.973: [ParNew: 140292K->492K(157248K), 0.0029025 secs] 173539K->33739K(506816K), 0.0030033 secs] [Times: user=0.04 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:59.119-0800: 32.047: [GC (Allocation Failure) 2020-11-19T15:07:59.119-0800: 32.047: [ParNew: 140268K->476K(157248K), 0.0027847 secs] 173515K->33725K(506816K), 0.0028774 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:07:59.204-0800: 32.132: [GC (Allocation Failure) 2020-11-19T15:07:59.204-0800: 32.132: [ParNew: 140252K->493K(157248K), 0.0028692 secs] 173501K->33741K(506816K), 0.0029628 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:59.281-0800: 32.209: [GC (Allocation Failure) 2020-11-19T15:07:59.281-0800: 32.209: [ParNew: 140269K->521K(157248K), 0.0028585 secs] 173517K->33770K(506816K), 0.0029533 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:59.356-0800: 32.284: [GC (Allocation Failure) 2020-11-19T15:07:59.356-0800: 32.284: [ParNew: 140297K->517K(157248K), 0.0028075 secs] 173546K->33765K(506816K), 0.0029004 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:59.426-0800: 32.354: [GC (Allocation Failure) 2020-11-19T15:07:59.426-0800: 32.354: [ParNew: 140293K->497K(157248K), 0.0025177 secs] 173541K->33745K(506816K), 0.0026261 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:59.503-0800: 32.431: [GC (Allocation Failure) 2020-11-19T15:07:59.503-0800: 32.431: [ParNew: 140273K->499K(157248K), 0.0024651 secs] 173521K->33748K(506816K), 0.0025539 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:59.578-0800: 32.506: [GC (Allocation Failure) 2020-11-19T15:07:59.578-0800: 32.507: [ParNew: 140275K->479K(157248K), 0.0026474 secs] 173524K->33727K(506816K), 0.0027387 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:07:59.651-0800: 32.579: [GC (Allocation Failure) 2020-11-19T15:07:59.651-0800: 32.579: [ParNew: 140255K->453K(157248K), 0.0027697 secs] 173503K->33702K(506816K), 0.0028596 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:59.726-0800: 32.654: [GC (Allocation Failure) 2020-11-19T15:07:59.726-0800: 32.654: [ParNew: 140229K->485K(157248K), 0.0028146 secs] 173478K->33733K(506816K), 0.0029205 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:59.801-0800: 32.729: [GC (Allocation Failure) 2020-11-19T15:07:59.801-0800: 32.729: [ParNew: 140261K->526K(157248K), 0.0025195 secs] 173509K->33775K(506816K), 0.0026048 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:59.870-0800: 32.798: [GC (Allocation Failure) 2020-11-19T15:07:59.870-0800: 32.798: [ParNew: 140302K->512K(157248K), 0.0028179 secs] 173551K->33761K(506816K), 0.0029033 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:07:59.937-0800: 32.865: [GC (Allocation Failure) 2020-11-19T15:07:59.937-0800: 32.865: [ParNew: 140288K->535K(157248K), 0.0029314 secs] 173537K->33784K(506816K), 0.0030177 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:00.002-0800: 32.930: [GC (Allocation Failure) 2020-11-19T15:08:00.002-0800: 32.930: [ParNew: 140311K->415K(157248K), 0.0028135 secs] 173560K->33663K(506816K), 0.0029147 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:00.071-0800: 32.999: [GC (Allocation Failure) 2020-11-19T15:08:00.071-0800: 32.999: [ParNew: 140191K->478K(157248K), 0.0028751 secs] 173439K->33727K(506816K), 0.0029760 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:00.137-0800: 33.065: [GC (Allocation Failure) 2020-11-19T15:08:00.137-0800: 33.065: [ParNew: 140254K->508K(157248K), 0.0028870 secs] 173503K->33757K(506816K), 0.0029873 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:00.213-0800: 33.141: [GC (Allocation Failure) 2020-11-19T15:08:00.213-0800: 33.141: [ParNew: 140284K->563K(157248K), 0.0027829 secs] 173533K->33812K(506816K), 0.0028801 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:00.281-0800: 33.209: [GC (Allocation Failure) 2020-11-19T15:08:00.281-0800: 33.209: [ParNew: 140339K->419K(157248K), 0.0027957 secs] 173588K->33669K(506816K), 0.0028973 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:00.350-0800: 33.278: [GC (Allocation Failure) 2020-11-19T15:08:00.350-0800: 33.278: [ParNew: 140195K->482K(157248K), 0.0028510 secs] 173445K->33733K(506816K), 0.0029626 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:00.422-0800: 33.350: [GC (Allocation Failure) 2020-11-19T15:08:00.422-0800: 33.350: [ParNew: 140258K->458K(157248K), 0.0028011 secs] 173509K->33709K(506816K), 0.0029270 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:00.498-0800: 33.426: [GC (Allocation Failure) 2020-11-19T15:08:00.498-0800: 33.426: [ParNew: 140234K->455K(157248K), 0.0028957 secs] 173485K->33705K(506816K), 0.0029808 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:00.572-0800: 33.500: [GC (Allocation Failure) 2020-11-19T15:08:00.572-0800: 33.500: [ParNew: 140231K->472K(157248K), 0.0027227 secs] 173481K->33722K(506816K), 0.0028184 secs] [Times: user=0.04 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:00.644-0800: 33.572: [GC (Allocation Failure) 2020-11-19T15:08:00.644-0800: 33.572: [ParNew: 140248K->491K(157248K), 0.0024452 secs] 173498K->33742K(506816K), 0.0025382 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:00.716-0800: 33.644: [GC (Allocation Failure) 2020-11-19T15:08:00.716-0800: 33.644: [ParNew: 140267K->520K(157248K), 0.0024528 secs] 173518K->33771K(506816K), 0.0025439 secs] [Times: user=0.03 sys=0.01, real=0.00 secs] 
2020-11-19T15:08:00.790-0800: 33.718: [GC (Allocation Failure) 2020-11-19T15:08:00.790-0800: 33.718: [ParNew: 140296K->560K(157248K), 0.0028366 secs] 173547K->33812K(506816K), 0.0029403 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:00.861-0800: 33.789: [GC (Allocation Failure) 2020-11-19T15:08:00.861-0800: 33.789: [ParNew: 140336K->535K(157248K), 0.0025061 secs] 173588K->33788K(506816K), 0.0025954 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:00.928-0800: 33.856: [GC (Allocation Failure) 2020-11-19T15:08:00.928-0800: 33.856: [ParNew: 140311K->497K(157248K), 0.0029136 secs] 173564K->33755K(506816K), 0.0030138 secs] [Times: user=0.03 sys=0.01, real=0.01 secs] 
2020-11-19T15:08:00.998-0800: 33.926: [GC (Allocation Failure) 2020-11-19T15:08:00.998-0800: 33.926: [ParNew: 140273K->483K(157248K), 0.0028778 secs] 173531K->33749K(506816K), 0.0029665 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:01.073-0800: 34.001: [GC (Allocation Failure) 2020-11-19T15:08:01.073-0800: 34.001: [ParNew: 140259K->440K(157248K), 0.0024031 secs] 173525K->33714K(506816K), 0.0024970 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:01.140-0800: 34.068: [GC (Allocation Failure) 2020-11-19T15:08:01.140-0800: 34.068: [ParNew: 140216K->431K(157248K), 0.0026541 secs] 173490K->33719K(506816K), 0.0027446 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:01.281-0800: 34.209: [GC (Allocation Failure) 2020-11-19T15:08:01.281-0800: 34.209: [ParNew: 140207K->361K(157248K), 0.0028126 secs] 173495K->33662K(506816K), 0.0028988 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:01.364-0800: 34.292: [GC (Allocation Failure) 2020-11-19T15:08:01.364-0800: 34.292: [ParNew: 140137K->328K(157248K), 0.0026038 secs] 173438K->33656K(506816K), 0.0026915 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:14.512-0800: 47.440: [GC (Allocation Failure) 2020-11-19T15:08:14.512-0800: 47.440: [ParNew: 140104K->301K(157248K), 0.0025846 secs] 173432K->33657K(506816K), 0.0026664 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:14.612-0800: 47.539: [GC (Allocation Failure) 2020-11-19T15:08:14.612-0800: 47.540: [ParNew: 140077K->195K(157248K), 0.0029016 secs] 173433K->33590K(506816K), 0.0029901 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:14.694-0800: 47.622: [GC (Allocation Failure) 2020-11-19T15:08:14.695-0800: 47.622: [ParNew: 139971K->213K(157248K), 0.0028524 secs] 173366K->33636K(506816K), 0.0029364 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:14.772-0800: 47.700: [GC (Allocation Failure) 2020-11-19T15:08:14.772-0800: 47.700: [ParNew: 139989K->159K(157248K), 0.0025105 secs] 173412K->33614K(506816K), 0.0025913 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:14.859-0800: 47.787: [GC (Allocation Failure) 2020-11-19T15:08:14.859-0800: 47.787: [ParNew: 139935K->137K(157248K), 0.0026413 secs] 173390K->33596K(506816K), 0.0027269 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:15.666-0800: 48.594: [GC (Allocation Failure) 2020-11-19T15:08:15.666-0800: 48.594: [ParNew: 139913K->192K(157248K), 0.0028262 secs] 173372K->33652K(506816K), 0.0029106 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:15.736-0800: 48.664: [GC (Allocation Failure) 2020-11-19T15:08:15.737-0800: 48.664: [ParNew: 139968K->230K(157248K), 0.0029317 secs] 173428K->33690K(506816K), 0.0030999 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:15.802-0800: 48.729: [GC (Allocation Failure) 2020-11-19T15:08:15.802-0800: 48.729: [ParNew: 140006K->256K(157248K), 0.0025495 secs] 173466K->33716K(506816K), 0.0026266 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:15.871-0800: 48.799: [GC (Allocation Failure) 2020-11-19T15:08:15.871-0800: 48.799: [ParNew: 140032K->240K(157248K), 0.0030010 secs] 173492K->33700K(506816K), 0.0030862 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:15.958-0800: 48.886: [GC (Allocation Failure) 2020-11-19T15:08:15.959-0800: 48.886: [ParNew: 140016K->216K(157248K), 0.0024064 secs] 173476K->33676K(506816K), 0.0025059 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:16.929-0800: 49.857: [GC (Allocation Failure) 2020-11-19T15:08:16.929-0800: 49.857: [ParNew: 139992K->248K(157248K), 0.0029927 secs] 173452K->33708K(506816K), 0.0030731 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:17.004-0800: 49.931: [GC (Allocation Failure) 2020-11-19T15:08:17.004-0800: 49.931: [ParNew: 140024K->278K(157248K), 0.0029920 secs] 173484K->33738K(506816K), 0.0031074 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:17.067-0800: 49.995: [GC (Allocation Failure) 2020-11-19T15:08:17.067-0800: 49.995: [ParNew: 140054K->359K(157248K), 0.0026186 secs] 173514K->33819K(506816K), 0.0027031 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:17.139-0800: 50.066: [GC (Allocation Failure) 2020-11-19T15:08:17.139-0800: 50.066: [ParNew: 140135K->366K(157248K), 0.0024842 secs] 173595K->33826K(506816K), 0.0025872 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:17.205-0800: 50.133: [GC (Allocation Failure) 2020-11-19T15:08:17.205-0800: 50.133: [ParNew: 140142K->344K(157248K), 0.0028879 secs] 173602K->33804K(506816K), 0.0029846 secs] [Times: user=0.04 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:17.271-0800: 50.199: [GC (Allocation Failure) 2020-11-19T15:08:17.271-0800: 50.199: [ParNew: 140120K->386K(157248K), 0.0028086 secs] 173580K->33846K(506816K), 0.0028935 secs] [Times: user=0.04 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:17.345-0800: 50.273: [GC (Allocation Failure) 2020-11-19T15:08:17.345-0800: 50.273: [ParNew: 140162K->376K(157248K), 0.0027663 secs] 173622K->33837K(506816K), 0.0028474 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:17.420-0800: 50.348: [GC (Allocation Failure) 2020-11-19T15:08:17.420-0800: 50.348: [ParNew: 140152K->357K(157248K), 0.0027616 secs] 173613K->33818K(506816K), 0.0028434 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:17.497-0800: 50.425: [GC (Allocation Failure) 2020-11-19T15:08:17.497-0800: 50.425: [ParNew: 140133K->410K(157248K), 0.0027483 secs] 173594K->33871K(506816K), 0.0028314 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:17.565-0800: 50.493: [GC (Allocation Failure) 2020-11-19T15:08:17.565-0800: 50.493: [ParNew: 140186K->269K(157248K), 0.0028198 secs] 173647K->33730K(506816K), 0.0029021 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:17.645-0800: 50.573: [GC (Allocation Failure) 2020-11-19T15:08:17.646-0800: 50.573: [ParNew: 140045K->327K(157248K), 0.0026506 secs] 173506K->33790K(506816K), 0.0027325 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:18.348-0800: 51.276: [GC (Allocation Failure) 2020-11-19T15:08:18.348-0800: 51.276: [ParNew: 140103K->350K(157248K), 0.0026652 secs] 173566K->33814K(506816K), 0.0027445 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:18.397-0800: 51.325: [GC (Allocation Failure) 2020-11-19T15:08:18.397-0800: 51.325: [ParNew: 140126K->355K(157248K), 0.0029110 secs] 173590K->33818K(506816K), 0.0029996 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:18.467-0800: 51.395: [GC (Allocation Failure) 2020-11-19T15:08:18.467-0800: 51.395: [ParNew: 140131K->378K(157248K), 0.0027437 secs] 173594K->33841K(506816K), 0.0028322 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:18.536-0800: 51.463: [GC (Allocation Failure) 2020-11-19T15:08:18.536-0800: 51.463: [ParNew: 140154K->399K(157248K), 0.0025125 secs] 173617K->33863K(506816K), 0.0025934 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:18.614-0800: 51.541: [GC (Allocation Failure) 2020-11-19T15:08:18.614-0800: 51.541: [ParNew: 140175K->357K(157248K), 0.0027368 secs] 173639K->33821K(506816K), 0.0028392 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:18.676-0800: 51.603: [GC (Allocation Failure) 2020-11-19T15:08:18.676-0800: 51.603: [ParNew: 140133K->359K(157248K), 0.0027963 secs] 173597K->33822K(506816K), 0.0029005 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:18.723-0800: 51.651: [GC (Allocation Failure) 2020-11-19T15:08:18.723-0800: 51.651: [ParNew: 140135K->403K(157248K), 0.0026659 secs] 173598K->33867K(506816K), 0.0027517 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:18.801-0800: 51.729: [GC (Allocation Failure) 2020-11-19T15:08:18.802-0800: 51.729: [ParNew: 140179K->356K(157248K), 0.0027433 secs] 173643K->33820K(506816K), 0.0028272 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:18.848-0800: 51.776: [GC (Allocation Failure) 2020-11-19T15:08:18.848-0800: 51.776: [ParNew: 140132K->380K(157248K), 0.0028564 secs] 173596K->33844K(506816K), 0.0029477 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:18.925-0800: 51.852: [GC (Allocation Failure) 2020-11-19T15:08:18.925-0800: 51.852: [ParNew: 140156K->354K(157248K), 0.0027263 secs] 173620K->33818K(506816K), 0.0028056 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:18.996-0800: 51.924: [GC (Allocation Failure) 2020-11-19T15:08:18.996-0800: 51.924: [ParNew: 140130K->383K(157248K), 0.0029377 secs] 173594K->33848K(506816K), 0.0030257 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:19.066-0800: 51.993: [GC (Allocation Failure) 2020-11-19T15:08:19.066-0800: 51.994: [ParNew: 140159K->345K(157248K), 0.0030868 secs] 173624K->33810K(506816K), 0.0031751 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:19.139-0800: 52.067: [GC (Allocation Failure) 2020-11-19T15:08:19.140-0800: 52.067: [ParNew: 140121K->342K(157248K), 0.0026456 secs] 173586K->33806K(506816K), 0.0027317 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:19.700-0800: 52.628: [GC (Allocation Failure) 2020-11-19T15:08:19.700-0800: 52.628: [ParNew: 140118K->314K(157248K), 0.0027747 secs] 173582K->33827K(506816K), 0.0028679 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:19.769-0800: 52.697: [GC (Allocation Failure) 2020-11-19T15:08:19.769-0800: 52.697: [ParNew: 140090K->271K(157248K), 0.0027254 secs] 173603K->33784K(506816K), 0.0028146 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:19.840-0800: 52.768: [GC (Allocation Failure) 2020-11-19T15:08:19.840-0800: 52.768: [ParNew: 140047K->350K(157248K), 0.0028064 secs] 173560K->33863K(506816K), 0.0028910 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:19.907-0800: 52.835: [GC (Allocation Failure) 2020-11-19T15:08:19.907-0800: 52.835: [ParNew: 140126K->376K(157248K), 0.0028447 secs] 173639K->33889K(506816K), 0.0029271 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:19.986-0800: 52.914: [GC (Allocation Failure) 2020-11-19T15:08:19.986-0800: 52.914: [ParNew: 140152K->379K(157248K), 0.0029691 secs] 173665K->33892K(506816K), 0.0030604 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:20.041-0800: 52.969: [GC (Allocation Failure) 2020-11-19T15:08:20.041-0800: 52.969: [ParNew: 140155K->375K(157248K), 0.0031392 secs] 173668K->33888K(506816K), 0.0032602 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:20.121-0800: 53.048: [GC (Allocation Failure) 2020-11-19T15:08:20.121-0800: 53.049: [ParNew: 140151K->397K(157248K), 0.0027942 secs] 173664K->33910K(506816K), 0.0029856 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
