Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for bsd-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:38:55 by "java_re" with gcc 4.2.1 Compatible Apple LLVM 10.0.0 (clang-1000.11.45.5)
Memory: 4k page, physical 16777216k(68236k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=536870912 -XX:MaxHeapSize=536870912 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseSerialGC 
2020-11-19T14:55:47.033-0800: 1.192: [GC (Allocation Failure) 2020-11-19T14:55:47.034-0800: 1.192: [DefNew: 139776K->6963K(157248K), 0.0182587 secs] 139776K->6963K(506816K), 0.0183598 secs] [Times: user=0.05 sys=0.01, real=0.02 secs] 
2020-11-19T14:56:59.596-0800: 73.753: [GC (Allocation Failure) 2020-11-19T14:56:59.596-0800: 73.753: [DefNew: 140123K->323K(157248K), 0.0029974 secs] 178057K->38257K(506816K), 0.0030929 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:59.662-0800: 73.819: [GC (Allocation Failure) 2020-11-19T14:56:59.662-0800: 73.819: [DefNew: 140099K->341K(157248K), 0.0029355 secs] 178033K->38275K(506816K), 0.0030303 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:59.731-0800: 73.889: [GC (Allocation Failure) 2020-11-19T14:56:59.731-0800: 73.889: [DefNew: 140117K->330K(157248K), 0.0030137 secs] 178051K->38265K(506816K), 0.0031258 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
2020-11-19T14:56:59.805-0800: 73.962: [GC (Allocation Failure) 2020-11-19T14:56:59.805-0800: 73.962: [DefNew: 140106K->316K(157248K), 0.0027496 secs] 178041K->38251K(506816K), 0.0028376 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:56:59.877-0800: 74.034: [GC (Allocation Failure) 2020-11-19T14:56:59.877-0800: 74.034: [DefNew: 140092K->333K(157248K), 0.0027897 secs] 178027K->38268K(506816K), 0.0028766 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:56:59.945-0800: 74.103: [GC (Allocation Failure) 2020-11-19T14:56:59.945-0800: 74.103: [DefNew: 140109K->339K(157248K), 0.0031075 secs] 178044K->38274K(506816K), 0.0032205 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:00.021-0800: 74.179: [GC (Allocation Failure) 2020-11-19T14:57:00.022-0800: 74.179: [DefNew: 140115K->348K(157248K), 0.0030652 secs] 178050K->38283K(506816K), 0.0031627 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:00.099-0800: 74.256: [GC (Allocation Failure) 2020-11-19T14:57:00.099-0800: 74.256: [DefNew: 140117K->308K(157248K), 0.0028653 secs] 178052K->38243K(506816K), 0.0029763 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:00.181-0800: 74.339: [GC (Allocation Failure) 2020-11-19T14:57:00.181-0800: 74.339: [DefNew: 140084K->349K(157248K), 0.0029398 secs] 178019K->38285K(506816K), 0.0030261 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:00.253-0800: 74.411: [GC (Allocation Failure) 2020-11-19T14:57:00.253-0800: 74.411: [DefNew: 140125K->334K(157248K), 0.0029227 secs] 178061K->38269K(506816K), 0.0030135 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:00.325-0800: 74.483: [GC (Allocation Failure) 2020-11-19T14:57:00.325-0800: 74.483: [DefNew: 140110K->325K(157248K), 0.0027633 secs] 178045K->38260K(506816K), 0.0028458 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:00.392-0800: 74.549: [GC (Allocation Failure) 2020-11-19T14:57:00.392-0800: 74.549: [DefNew: 140101K->326K(157248K), 0.0028214 secs] 178036K->38261K(506816K), 0.0029150 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:00.459-0800: 74.617: [GC (Allocation Failure) 2020-11-19T14:57:00.459-0800: 74.617: [DefNew: 140102K->320K(157248K), 0.0028811 secs] 178037K->38255K(506816K), 0.0029790 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:00.523-0800: 74.680: [GC (Allocation Failure) 2020-11-19T14:57:00.523-0800: 74.680: [DefNew: 140096K->329K(157248K), 0.0028009 secs] 178031K->38265K(506816K), 0.0028781 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:00.589-0800: 74.746: [GC (Allocation Failure) 2020-11-19T14:57:00.589-0800: 74.746: [DefNew: 140105K->327K(157248K), 0.0027542 secs] 178041K->38262K(506816K), 0.0028407 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:00.659-0800: 74.816: [GC (Allocation Failure) 2020-11-19T14:57:00.659-0800: 74.816: [DefNew: 140103K->317K(157248K), 0.0028435 secs] 178038K->38253K(506816K), 0.0029421 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:00.735-0800: 74.892: [GC (Allocation Failure) 2020-11-19T14:57:00.735-0800: 74.892: [DefNew: 140093K->336K(157248K), 0.0028195 secs] 178029K->38271K(506816K), 0.0029066 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:00.812-0800: 74.969: [GC (Allocation Failure) 2020-11-19T14:57:00.812-0800: 74.969: [DefNew: 140112K->325K(157248K), 0.0029167 secs] 178047K->38261K(506816K), 0.0030352 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:00.886-0800: 75.044: [GC (Allocation Failure) 2020-11-19T14:57:00.886-0800: 75.044: [DefNew: 140101K->318K(157248K), 0.0027462 secs] 178037K->38253K(506816K), 0.0028303 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:00.963-0800: 75.120: [GC (Allocation Failure) 2020-11-19T14:57:00.963-0800: 75.120: [DefNew: 140094K->347K(157248K), 0.0030217 secs] 178029K->38282K(506816K), 0.0031289 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:01.034-0800: 75.191: [GC (Allocation Failure) 2020-11-19T14:57:01.034-0800: 75.192: [DefNew: 140123K->333K(157248K), 0.0029026 secs] 178058K->38268K(506816K), 0.0030108 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:01.108-0800: 75.265: [GC (Allocation Failure) 2020-11-19T14:57:01.108-0800: 75.265: [DefNew: 140109K->334K(157248K), 0.0028268 secs] 178044K->38269K(506816K), 0.0029137 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:01.182-0800: 75.339: [GC (Allocation Failure) 2020-11-19T14:57:01.182-0800: 75.339: [DefNew: 140110K->322K(157248K), 0.0027728 secs] 178045K->38258K(506816K), 0.0028680 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:01.245-0800: 75.402: [GC (Allocation Failure) 2020-11-19T14:57:01.245-0800: 75.402: [DefNew: 140098K->292K(157248K), 0.0026427 secs] 178034K->38228K(506816K), 0.0027321 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:01.312-0800: 75.470: [GC (Allocation Failure) 2020-11-19T14:57:01.312-0800: 75.470: [DefNew: 140068K->344K(157248K), 0.0029463 secs] 178004K->38280K(506816K), 0.0030403 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:01.377-0800: 75.534: [GC (Allocation Failure) 2020-11-19T14:57:01.377-0800: 75.534: [DefNew: 140120K->372K(157248K), 0.0028923 secs] 178056K->38308K(506816K), 0.0029929 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:01.451-0800: 75.608: [GC (Allocation Failure) 2020-11-19T14:57:01.451-0800: 75.608: [DefNew: 140148K->324K(157248K), 0.0027694 secs] 178084K->38260K(506816K), 0.0028540 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:01.522-0800: 75.679: [GC (Allocation Failure) 2020-11-19T14:57:01.522-0800: 75.679: [DefNew: 140100K->340K(157248K), 0.0029343 secs] 178036K->38276K(506816K), 0.0030434 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:01.594-0800: 75.751: [GC (Allocation Failure) 2020-11-19T14:57:01.594-0800: 75.752: [DefNew: 140116K->341K(157248K), 0.0028296 secs] 178052K->38277K(506816K), 0.0029131 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:01.674-0800: 75.831: [GC (Allocation Failure) 2020-11-19T14:57:01.674-0800: 75.831: [DefNew: 140117K->357K(157248K), 0.0028584 secs] 178053K->38293K(506816K), 0.0029442 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:01.751-0800: 75.908: [GC (Allocation Failure) 2020-11-19T14:57:01.751-0800: 75.908: [DefNew: 140133K->335K(157248K), 0.0028051 secs] 178069K->38271K(506816K), 0.0028947 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:01.824-0800: 75.981: [GC (Allocation Failure) 2020-11-19T14:57:01.824-0800: 75.981: [DefNew: 140111K->341K(157248K), 0.0028195 secs] 178047K->38277K(506816K), 0.0029061 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:01.896-0800: 76.053: [GC (Allocation Failure) 2020-11-19T14:57:01.896-0800: 76.053: [DefNew: 140117K->325K(157248K), 0.0028769 secs] 178053K->38261K(506816K), 0.0029685 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:01.971-0800: 76.128: [GC (Allocation Failure) 2020-11-19T14:57:01.971-0800: 76.128: [DefNew: 140101K->338K(157248K), 0.0030437 secs] 178037K->38275K(506816K), 0.0031457 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:02.049-0800: 76.206: [GC (Allocation Failure) 2020-11-19T14:57:02.049-0800: 76.206: [DefNew: 140114K->338K(157248K), 0.0029394 secs] 178051K->38274K(506816K), 0.0030241 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:02.130-0800: 76.287: [GC (Allocation Failure) 2020-11-19T14:57:02.130-0800: 76.287: [DefNew: 140114K->340K(157248K), 0.0031245 secs] 178050K->38276K(506816K), 0.0032366 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:02.212-0800: 76.369: [GC (Allocation Failure) 2020-11-19T14:57:02.212-0800: 76.369: [DefNew: 140116K->335K(157248K), 0.0030520 secs] 178052K->38272K(506816K), 0.0031841 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:02.285-0800: 76.443: [GC (Allocation Failure) 2020-11-19T14:57:02.285-0800: 76.443: [DefNew: 140111K->323K(157248K), 0.0030078 secs] 178048K->38259K(506816K), 0.0031026 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:02.360-0800: 76.517: [GC (Allocation Failure) 2020-11-19T14:57:02.360-0800: 76.517: [DefNew: 140099K->327K(157248K), 0.0028563 secs] 178035K->38263K(506816K), 0.0029516 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:02.425-0800: 76.582: [GC (Allocation Failure) 2020-11-19T14:57:02.425-0800: 76.582: [DefNew: 140103K->298K(157248K), 0.0026152 secs] 178039K->38234K(506816K), 0.0027029 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:02.492-0800: 76.649: [GC (Allocation Failure) 2020-11-19T14:57:02.492-0800: 76.649: [DefNew: 140074K->337K(157248K), 0.0028971 secs] 178010K->38273K(506816K), 0.0030081 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:02.558-0800: 76.715: [GC (Allocation Failure) 2020-11-19T14:57:02.558-0800: 76.715: [DefNew: 140113K->332K(157248K), 0.0028483 secs] 178049K->38269K(506816K), 0.0029649 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:02.620-0800: 76.777: [GC (Allocation Failure) 2020-11-19T14:57:02.620-0800: 76.777: [DefNew: 140108K->332K(157248K), 0.0028638 secs] 178045K->38268K(506816K), 0.0029703 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:02.684-0800: 76.841: [GC (Allocation Failure) 2020-11-19T14:57:02.684-0800: 76.841: [DefNew: 140108K->308K(157248K), 0.0027032 secs] 178044K->38244K(506816K), 0.0028100 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:02.752-0800: 76.909: [GC (Allocation Failure) 2020-11-19T14:57:02.752-0800: 76.909: [DefNew: 140084K->333K(157248K), 0.0027903 secs] 178020K->38269K(506816K), 0.0028774 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:02.828-0800: 76.986: [GC (Allocation Failure) 2020-11-19T14:57:02.828-0800: 76.986: [DefNew: 140109K->335K(157248K), 0.0028662 secs] 178045K->38271K(506816K), 0.0029547 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:02.903-0800: 77.060: [GC (Allocation Failure) 2020-11-19T14:57:02.903-0800: 77.060: [DefNew: 140111K->328K(157248K), 0.0029535 secs] 178047K->38264K(506816K), 0.0030637 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:02.977-0800: 77.134: [GC (Allocation Failure) 2020-11-19T14:57:02.977-0800: 77.134: [DefNew: 140104K->312K(157248K), 0.0027824 secs] 178040K->38249K(506816K), 0.0028827 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:03.054-0800: 77.211: [GC (Allocation Failure) 2020-11-19T14:57:03.054-0800: 77.211: [DefNew: 140088K->356K(157248K), 0.0029523 secs] 178025K->38293K(506816K), 0.0030377 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:03.127-0800: 77.284: [GC (Allocation Failure) 2020-11-19T14:57:03.127-0800: 77.284: [DefNew: 140132K->310K(157248K), 0.0027696 secs] 178069K->38246K(506816K), 0.0028575 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:03.208-0800: 77.366: [GC (Allocation Failure) 2020-11-19T14:57:03.208-0800: 77.366: [DefNew: 140086K->331K(157248K), 0.0029268 secs] 178022K->38268K(506816K), 0.0030480 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:03.277-0800: 77.434: [GC (Allocation Failure) 2020-11-19T14:57:03.277-0800: 77.434: [DefNew: 140107K->326K(157248K), 0.0029749 secs] 178044K->38263K(506816K), 0.0030670 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:03.351-0800: 77.508: [GC (Allocation Failure) 2020-11-19T14:57:03.351-0800: 77.508: [DefNew: 140102K->310K(157248K), 0.0026836 secs] 178039K->38246K(506816K), 0.0027656 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:03.420-0800: 77.578: [GC (Allocation Failure) 2020-11-19T14:57:03.420-0800: 77.578: [DefNew: 140086K->310K(157248K), 0.0028004 secs] 178022K->38248K(506816K), 0.0028862 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:03.490-0800: 77.647: [GC (Allocation Failure) 2020-11-19T14:57:03.490-0800: 77.647: [DefNew: 140086K->315K(157248K), 0.0027649 secs] 178024K->38253K(506816K), 0.0028456 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:03.567-0800: 77.724: [GC (Allocation Failure) 2020-11-19T14:57:03.567-0800: 77.724: [DefNew: 140091K->327K(157248K), 0.0028069 secs] 178029K->38265K(506816K), 0.0028887 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:03.647-0800: 77.804: [GC (Allocation Failure) 2020-11-19T14:57:03.647-0800: 77.804: [DefNew: 140103K->310K(157248K), 0.0027968 secs] 178041K->38248K(506816K), 0.0028805 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:03.733-0800: 77.890: [GC (Allocation Failure) 2020-11-19T14:57:03.733-0800: 77.890: [DefNew: 140083K->258K(157248K), 0.0025644 secs] 178021K->38196K(506816K), 0.0026467 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:16.635-0800: 90.792: [GC (Allocation Failure) 2020-11-19T14:57:16.636-0800: 90.793: [DefNew: 140034K->263K(157248K), 0.0023923 secs] 177972K->38201K(506816K), 0.0032026 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:16.720-0800: 90.877: [GC (Allocation Failure) 2020-11-19T14:57:16.720-0800: 90.877: [DefNew: 140039K->280K(157248K), 0.0024333 secs] 177977K->38220K(506816K), 0.0025170 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:16.800-0800: 90.957: [GC (Allocation Failure) 2020-11-19T14:57:16.800-0800: 90.957: [DefNew: 140056K->293K(157248K), 0.0024974 secs] 177996K->38233K(506816K), 0.0025773 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:16.876-0800: 91.033: [GC (Allocation Failure) 2020-11-19T14:57:16.876-0800: 91.033: [DefNew: 140069K->288K(157248K), 0.0024041 secs] 178009K->38234K(506816K), 0.0024868 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:16.952-0800: 91.109: [GC (Allocation Failure) 2020-11-19T14:57:16.952-0800: 91.109: [DefNew: 140064K->267K(157248K), 0.0024403 secs] 178010K->38225K(506816K), 0.0025249 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:17.021-0800: 91.178: [GC (Allocation Failure) 2020-11-19T14:57:17.021-0800: 91.178: [DefNew: 140043K->276K(157248K), 0.0026526 secs] 178001K->38241K(506816K), 0.0027449 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:17.100-0800: 91.257: [GC (Allocation Failure) 2020-11-19T14:57:17.100-0800: 91.257: [DefNew: 140052K->294K(157248K), 0.0026461 secs] 178017K->38268K(506816K), 0.0027355 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:17.177-0800: 91.334: [GC (Allocation Failure) 2020-11-19T14:57:17.177-0800: 91.334: [DefNew: 140070K->247K(157248K), 0.0025493 secs] 178044K->38242K(506816K), 0.0026345 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:17.254-0800: 91.411: [GC (Allocation Failure) 2020-11-19T14:57:17.254-0800: 91.411: [DefNew: 140023K->204K(157248K), 0.0024667 secs] 178018K->38232K(506816K), 0.0025441 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:17.333-0800: 91.490: [GC (Allocation Failure) 2020-11-19T14:57:17.333-0800: 91.490: [DefNew: 139980K->155K(157248K), 0.0023370 secs] 178008K->38206K(506816K), 0.0024141 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:17.860-0800: 92.017: [GC (Allocation Failure) 2020-11-19T14:57:17.860-0800: 92.017: [DefNew: 139931K->282K(157248K), 0.0027068 secs] 177982K->38334K(506816K), 0.0027916 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:17.912-0800: 92.069: [GC (Allocation Failure) 2020-11-19T14:57:17.912-0800: 92.069: [DefNew: 140058K->270K(157248K), 0.0024628 secs] 178110K->38322K(506816K), 0.0025525 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:17.958-0800: 92.115: [GC (Allocation Failure) 2020-11-19T14:57:17.958-0800: 92.115: [DefNew: 140046K->281K(157248K), 0.0023794 secs] 178098K->38334K(506816K), 0.0024604 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:18.034-0800: 92.191: [GC (Allocation Failure) 2020-11-19T14:57:18.034-0800: 92.191: [DefNew: 140057K->300K(157248K), 0.0024093 secs] 178110K->38354K(506816K), 0.0024842 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:18.123-0800: 92.280: [GC (Allocation Failure) 2020-11-19T14:57:18.123-0800: 92.280: [DefNew: 140076K->277K(157248K), 0.0026438 secs] 178130K->38331K(506816K), 0.0027296 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:18.207-0800: 92.364: [GC (Allocation Failure) 2020-11-19T14:57:18.207-0800: 92.364: [DefNew: 140053K->237K(157248K), 0.0023975 secs] 178107K->38291K(506816K), 0.0024746 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:19.125-0800: 93.282: [GC (Allocation Failure) 2020-11-19T14:57:19.125-0800: 93.282: [DefNew: 140013K->266K(157248K), 0.0023190 secs] 178067K->38320K(506816K), 0.0024004 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:19.191-0800: 93.348: [GC (Allocation Failure) 2020-11-19T14:57:19.191-0800: 93.348: [DefNew: 140042K->255K(157248K), 0.0025859 secs] 178096K->38309K(506816K), 0.0026632 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:19.248-0800: 93.405: [GC (Allocation Failure) 2020-11-19T14:57:19.248-0800: 93.405: [DefNew: 140031K->278K(157248K), 0.0026411 secs] 178085K->38332K(506816K), 0.0027357 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:19.301-0800: 93.457: [GC (Allocation Failure) 2020-11-19T14:57:19.301-0800: 93.458: [DefNew: 140054K->289K(157248K), 0.0024532 secs] 178108K->38343K(506816K), 0.0025290 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:19.383-0800: 93.540: [GC (Allocation Failure) 2020-11-19T14:57:19.383-0800: 93.540: [DefNew: 140065K->283K(157248K), 0.0024388 secs] 178119K->38337K(506816K), 0.0025157 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:19.455-0800: 93.612: [GC (Allocation Failure) 2020-11-19T14:57:19.455-0800: 93.612: [DefNew: 140059K->303K(157248K), 0.0025399 secs] 178113K->38357K(506816K), 0.0026188 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:19.527-0800: 93.684: [GC (Allocation Failure) 2020-11-19T14:57:19.527-0800: 93.684: [DefNew: 140079K->306K(157248K), 0.0025842 secs] 178133K->38360K(506816K), 0.0026866 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:19.605-0800: 93.761: [GC (Allocation Failure) 2020-11-19T14:57:19.605-0800: 93.762: [DefNew: 140082K->310K(157248K), 0.0025619 secs] 178136K->38364K(506816K), 0.0026488 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:19.674-0800: 93.831: [GC (Allocation Failure) 2020-11-19T14:57:19.674-0800: 93.831: [DefNew: 140086K->261K(157248K), 0.0023535 secs] 178140K->38314K(506816K), 0.0024330 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:19.752-0800: 93.909: [GC (Allocation Failure) 2020-11-19T14:57:19.752-0800: 93.909: [DefNew: 140037K->248K(157248K), 0.0023282 secs] 178090K->38302K(506816K), 0.0024048 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:19.830-0800: 93.987: [GC (Allocation Failure) 2020-11-19T14:57:19.830-0800: 93.987: [DefNew: 140024K->226K(157248K), 0.0024219 secs] 178078K->38280K(506816K), 0.0025030 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:19.913-0800: 94.070: [GC (Allocation Failure) 2020-11-19T14:57:19.913-0800: 94.070: [DefNew: 140002K->228K(157248K), 0.0023921 secs] 178056K->38282K(506816K), 0.0024709 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:20.578-0800: 94.735: [GC (Allocation Failure) 2020-11-19T14:57:20.578-0800: 94.735: [DefNew: 140004K->332K(157248K), 0.0024101 secs] 178058K->38386K(506816K), 0.0025001 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:20.623-0800: 94.780: [GC (Allocation Failure) 2020-11-19T14:57:20.623-0800: 94.780: [DefNew: 140108K->326K(157248K), 0.0025785 secs] 178162K->38380K(506816K), 0.0026652 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:20.670-0800: 94.827: [GC (Allocation Failure) 2020-11-19T14:57:20.670-0800: 94.827: [DefNew: 140102K->324K(157248K), 0.0024859 secs] 178156K->38378K(506816K), 0.0025639 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:20.739-0800: 94.896: [GC (Allocation Failure) 2020-11-19T14:57:20.739-0800: 94.896: [DefNew: 140100K->324K(157248K), 0.0027380 secs] 178154K->38378K(506816K), 0.0028201 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:20.802-0800: 94.959: [GC (Allocation Failure) 2020-11-19T14:57:20.802-0800: 94.959: [DefNew: 140100K->333K(157248K), 0.0023964 secs] 178154K->38388K(506816K), 0.0024621 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:20.876-0800: 95.033: [GC (Allocation Failure) 2020-11-19T14:57:20.877-0800: 95.033: [DefNew: 140109K->333K(157248K), 0.0024666 secs] 178164K->38387K(506816K), 0.0025419 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:20.948-0800: 95.105: [GC (Allocation Failure) 2020-11-19T14:57:20.949-0800: 95.105: [DefNew: 140109K->319K(157248K), 0.0024879 secs] 178163K->38373K(506816K), 0.0025644 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:21.034-0800: 95.191: [GC (Allocation Failure) 2020-11-19T14:57:21.034-0800: 95.191: [DefNew: 140095K->323K(157248K), 0.0025686 secs] 178149K->38378K(506816K), 0.0026452 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:21.104-0800: 95.261: [GC (Allocation Failure) 2020-11-19T14:57:21.104-0800: 95.261: [DefNew: 140099K->317K(157248K), 0.0025611 secs] 178154K->38371K(506816K), 0.0026386 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:21.187-0800: 95.344: [GC (Allocation Failure) 2020-11-19T14:57:21.187-0800: 95.344: [DefNew: 140093K->307K(157248K), 0.0024986 secs] 178147K->38361K(506816K), 0.0025695 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:21.872-0800: 96.029: [GC (Allocation Failure) 2020-11-19T14:57:21.872-0800: 96.029: [DefNew: 140083K->300K(157248K), 0.0027019 secs] 178137K->38354K(506816K), 0.0027918 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:21.938-0800: 96.095: [GC (Allocation Failure) 2020-11-19T14:57:21.938-0800: 96.095: [DefNew: 140076K->309K(157248K), 0.0026088 secs] 178130K->38363K(506816K), 0.0027053 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
